channel --> 0
+0.498162,-0.031342,-0.005053,-0.003836,-0.007857,-0.016003,-0.001049,-0.000507,-0.003809,+0.548206,+2.619628,+2.591088,+2.594365,+2.589326,+2.573367,+2.575364,+2.571990,+2.231819,+2.351316,+2.579371,+2.580627,+2.585903,+1.921593,+0.056937,-0.031499,-0.058982,-0.036978,-0.028482,-0.010191,+0.548921,-0.005466,-0.028202,
+2.498636,-0.009995,-0.009314,-0.002564,+0.670375,+0.243239,-0.008495,+0.606440,-0.003350,-0.021170,-0.011673,+2.334260,+2.341931,+2.337590,+2.331517,+2.343562,+2.362301,+2.360692,+2.364541,+2.362260,+2.365030,+2.386939,+2.397090,+2.385669,+2.282974,+2.008632,-0.020070,-0.027546,-0.014474,+1.819817,+0.760416,+0.008699,
+2.452890,+2.567822,+2.644986,+2.440201,+2.339275,+2.591962,+0.850752,+2.555697,+2.374045,+2.285433,+1.293644,+2.278573,+2.272434,+2.252471,+1.935022,+1.788258,+2.268099,+2.269094,+2.269343,+2.270952,+2.064134,+2.294699,+2.294138,+2.300877,+2.207209,+2.166089,+1.635480,+2.422745,-0.007012,+0.344408,+2.624957,+2.619674,
+2.433237,-0.018507,+2.620569,+2.614794,+2.671062,+2.587856,+2.428852,+2.389023,+2.280921,+2.516220,+2.359466,+1.485398,+2.023950,+2.254000,+2.262886,+2.264600,+1.635681,+2.138951,+1.866491,+1.966107,+2.277058,+2.295578,+2.295346,+1.865589,+2.216659,+2.181986,+1.446021,+2.406262,+2.227691,+0.763926,+2.615304,+1.101697,
+2.434891,-0.021029,+0.962744,+1.020171,+2.540085,+2.621918,+2.686802,+2.603243,+1.917515,+2.282032,+2.359826,+2.095791,+1.835020,+2.241596,+1.938489,+2.263204,+2.229205,+2.136012,+1.899622,+2.153804,+2.281209,+1.928043,+2.297806,+2.311153,+2.223252,+2.197701,+1.210262,+0.278919,+2.540577,+2.616853,+2.607342,+1.555870,
+2.401263,+2.079412,+2.605271,+1.651077,+1.439961,+1.529633,+2.705274,+2.646954,+2.615168,+2.270915,+2.063092,+2.263188,+2.256161,+2.169642,+1.740637,+1.610614,+2.230823,+2.241919,+2.267937,+1.937971,+1.778082,+2.285516,+2.212846,+2.317162,+2.241096,+2.215053,+2.247635,+2.004447,+0.930764,+1.849776,+2.514605,+2.666139,
+2.407065,+1.145859,+2.575316,+2.641705,+2.660626,-0.000588,+2.687956,+2.643118,+1.652217,+2.476806,+1.793250,+2.270578,+2.232470,+2.266615,+2.265837,+2.267448,+2.115629,+1.764275,+2.270490,+2.288279,+2.013227,+2.129225,+2.273460,+1.858421,+2.253413,+2.154508,+1.685840,+1.693784,+2.261451,+2.597739,+2.068409,+2.632306,
+2.439466,-0.006677,+0.436597,+2.592304,+2.668839,+2.617762,+2.218375,+2.637891,+1.736812,+2.163990,+2.074322,+2.277951,+2.269280,+2.264019,+2.259953,+2.266102,+2.269460,+2.267300,+1.485919,+2.171157,+2.274725,+2.299602,+2.332481,+2.309150,+2.265841,+2.211751,+1.635227,+1.913890,+0.603282,+2.404904,+2.417451,+2.589879,
+2.449845,-0.003120,+2.556645,-0.005228,+1.693056,+2.639253,+2.497796,+2.642721,+1.800090,+2.153200,+2.189769,+1.946249,+2.062689,+2.256702,+2.256507,+2.007918,+2.023510,+2.274041,+2.115083,+1.865744,+2.054327,+2.184114,+2.329191,+2.291062,+2.278310,+2.209484,+2.215844,+2.320889,+0.705362,+0.925683,+2.681456,+2.215760,
+2.490094,+1.360709,+2.559024,+2.041491,+0.805781,+1.004871,+2.051753,+2.648716,+2.358596,+1.655793,+2.339276,+1.852418,+2.249090,+2.254471,+2.262086,+2.240155,+1.855015,+2.254000,+2.267433,+2.145058,+1.955660,+1.996768,+2.317702,+2.274297,+2.075521,+2.200982,+1.864694,+1.253240,+2.440573,+1.607791,+2.189876,+2.633171,
