channel --> 0
+0.227787,-0.016309,-0.002372,-0.005734,-0.014349,-0.005257,-0.005428,-0.003496,-0.002925,-0.007462,-0.006933,-0.007461,-0.002668,-0.008889,-0.010973,-0.010867,-0.013543,-0.012288,-0.006310,+0.463465,+1.140495,+1.835332,+2.417160,+2.537694,+2.451462,+2.576916,+2.147420,+2.198465,+2.466522,+2.364674,+2.111418,+2.504449,+2.578523,+2.579633,+2.564441,+2.490456,+2.579398,+2.568554,+2.393804,+2.570832,+2.412685,+2.574272,+2.583557,+2.160630,+2.065691,+1.945494,+0.320322,-0.006591,-0.027073,-0.033229,-0.046120,-0.036669,-0.026787,-0.023802,-0.025960,-0.018672,-0.003293,+1.007484,-0.006534,+0.844167,-0.002139,-0.015569,+0.932179,+0.030797,
+2.341649,-0.019105,+1.916564,+0.210127,-0.007113,-0.006226,+0.996874,+0.490483,+0.738917,+0.520837,+0.222857,-0.002778,-0.003227,+0.283323,-0.003544,-0.000270,-0.000826,-0.003916,-0.012181,-0.011046,+0.386579,+2.199239,+2.310883,+2.316762,+2.327530,+2.338717,+2.350478,+2.340111,+2.337590,+2.346728,+2.346920,+2.354002,+2.365085,+2.369009,+2.366735,+2.363313,+2.363362,+2.364511,+2.370821,+2.366209,+2.372090,+2.375174,+2.375092,+2.381559,+2.377161,+2.389740,+2.381363,+2.349398,+2.307462,+2.295930,+1.859996,-0.016716,-0.015903,-0.013560,-0.015074,-0.021166,-0.004479,+0.134745,+0.203232,+0.258071,+2.272635,-0.007767,-0.009672,-0.010472,
+2.506904,+0.875629,+0.483757,+2.311614,+2.646447,+2.592536,+2.594362,+2.639810,+2.205243,+2.622559,+2.629910,+2.591842,+2.297626,+2.662537,+2.634433,+2.338837,+2.588239,+2.512385,+2.464388,+2.377221,+2.257544,+2.253010,+2.251037,+2.238559,+1.946140,+2.069520,+2.263659,+2.258050,+2.201886,+2.203638,+2.263596,+2.055181,+2.133083,+1.869810,+2.075623,+2.274858,+1.722542,+2.268893,+2.082484,+1.759390,+2.202340,+2.279638,+2.200175,+2.279436,+2.281587,+2.296492,+2.301289,+2.276854,+2.258516,+2.247814,+2.284946,+2.363693,+2.329593,+2.123852,+2.482058,+1.330257,+1.810137,+0.399654,+2.607193,+0.473002,+2.665625,+2.623668,-0.004540,+2.586976,
+2.476092,+1.409463,+0.060681,+2.538610,+2.615231,+2.584584,+2.608644,+2.667314,+2.163897,+2.550414,+2.587204,+2.628143,+2.665129,+2.648492,+2.610789,+2.569547,+2.555436,+2.207105,+2.047816,+2.376201,+1.997508,+1.520761,+2.256852,+2.252438,+2.252498,+2.254207,+2.010463,+2.255690,+2.137472,+2.266327,+2.121907,+1.955460,+2.165080,+2.276867,+1.893631,+2.091093,+2.267744,+2.278201,+2.022915,+2.183555,+2.282679,+2.285448,+2.286973,+2.289146,+2.302980,+2.311704,+2.309368,+2.287065,+2.274927,+2.257824,+1.609580,+2.332981,+2.369318,+2.399091,+2.458908,+1.062978,+0.526416,+2.587254,+1.437837,+2.155162,+1.999918,+2.624979,+1.986418,+1.780630,
+2.427465,-0.011378,+2.697171,+2.619593,+2.608443,+2.455146,+1.804448,+1.362497,+2.549232,+2.626928,+2.176908,+1.514686,+2.253465,+2.490224,+2.590748,+2.576509,+2.527117,+2.481936,+1.673165,+1.589548,+2.306203,+2.266352,+2.253015,+2.245667,+2.252075,+2.255352,+2.255398,+2.252817,+2.255508,+2.267587,+2.275717,+2.058385,+1.595085,+2.277103,+2.276159,+2.233822,+2.267389,+1.423891,+2.287323,+2.282902,+2.274765,+2.281045,+2.274729,+2.290804,+2.298795,+2.300549,+2.284810,+2.275990,+2.266031,+2.260306,+2.269263,+1.920156,+2.081584,+2.104605,+2.439760,+2.440054,-0.002092,+2.613839,+1.194088,+2.124683,+0.168298,+2.667569,+2.643521,+0.475036,
+2.432328,-0.013601,+2.624367,+2.586496,+2.353703,+2.590923,+0.663149,+2.656725,+2.558157,+1.761465,+2.605038,+2.417955,+2.351615,+2.609702,+2.562922,+2.572118,+2.526110,+2.484432,+2.437681,+2.358057,+2.310503,+2.275244,+2.266651,+2.239874,+2.100370,+2.246292,+2.244344,+2.255373,+2.267516,+2.062135,+2.272006,+2.276911,+2.007940,+1.639789,+2.148304,+2.274943,+2.272248,+2.190229,+2.275205,+1.938260,+2.261281,+2.273359,+2.261840,+2.278760,+2.300763,+2.289383,+2.289554,+2.220179,+2.071172,+2.128099,+2.249579,+2.281305,+2.349128,+2.382148,+1.465464,+2.414721,-0.004718,+2.586156,+2.608328,+2.600493,+0.943639,+2.712070,+1.809964,+1.513234,
+2.485897,+1.774842,+2.585285,+2.526409,+2.574908,+1.274172,+2.698521,+2.638772,+2.547921,+2.567337,+2.611314,+2.640610,+2.258316,+1.736913,+1.100489,-0.004310,+0.657595,-0.017505,+0.763228,+1.863702,+2.326546,+1.552595,+2.270862,+2.247704,+2.234165,+1.996975,+2.252013,+2.259391,+2.270294,+2.269151,+2.264147,+2.275087,+2.272918,+2.272512,+2.068052,+1.991441,+2.273648,+2.279299,+2.080094,+1.611441,+2.112457,+2.239891,+2.244077,+2.231030,+2.257665,+2.259710,+2.271536,+2.274438,+2.261918,+2.279574,+2.258543,+2.244147,+2.341816,+2.405922,+2.408517,+2.347623,+0.601058,+0.181555,+2.527365,+2.616916,+2.584044,-0.003276,+2.627478,+0.649296,
+2.501948,+2.543766,+2.578229,+2.576554,+1.654163,+1.401185,+2.635724,+2.040229,+2.631614,+2.643079,+2.563836,+2.482796,+1.772106,-0.005688,+0.192008,-0.015036,-0.030981,-0.023099,-0.031741,-0.028803,-0.028976,-0.029061,-0.026687,-0.000900,+1.087335,+0.847944,+1.732105,+2.196545,+2.259467,+2.264921,+2.263845,+2.269254,+2.268759,+2.272358,+2.271453,+2.272324,+2.209686,+1.992584,+2.157891,+2.256605,+1.011953,-0.005025,+2.203809,+1.314214,+1.382818,+1.888638,+1.567959,+1.931699,+0.514147,+2.243109,+2.298386,+2.301316,-0.005991,+0.765083,+2.438046,+2.424035,+2.438748,-0.008408,+2.606863,+2.639527,+2.663159,-0.012599,+2.678799,+2.622129,
+2.477134,+0.438634,+1.570572,+2.590356,+1.300708,+2.596731,+2.658170,+2.631443,+2.626485,+1.866252,+1.029735,+0.226595,+2.010927,+2.400267,+2.467901,+2.550145,+0.513278,+0.175972,+0.705992,-0.024005,-0.010372,-0.007274,-0.023431,-0.012921,-0.005318,+1.029305,+1.045059,+1.589216,+2.041577,+2.193571,+2.192903,+1.873093,+2.259980,+2.266100,+2.268752,+2.268520,+2.280418,+2.280972,+2.051146,+1.867006,+1.966772,-0.006953,-0.032928,-0.025535,-0.020387,-0.001157,-0.009183,-0.003733,+1.505451,-0.038792,-0.049575,+0.431423,-0.038849,-0.073822,-0.033290,+2.429555,+2.464570,-0.005313,+1.167087,+2.656372,+2.079407,+2.631006,+0.742324,+2.602622,
+2.441264,-0.002102,+2.593703,+0.118788,+2.106061,+2.671474,+2.290524,+2.633880,+2.176637,+0.356064,-0.001810,+0.403325,+1.600159,+2.544957,+2.495795,+2.486461,+2.454513,+2.424205,+2.401278,+2.386833,+2.381265,+1.841374,+2.298016,+1.880808,+1.889642,+2.235521,+2.225855,+2.224611,+2.058176,+2.248077,+2.252494,+2.255458,+2.254904,+2.099638,+2.265782,+2.141537,+2.273639,+2.270707,+2.237913,+1.599627,+2.096654,+2.278728,+1.087601,+1.134197,-0.013099,-0.016626,-0.011210,-0.013679,+0.655165,+2.145790,+2.416349,+1.048707,+2.362460,+2.363741,-0.034170,-0.048380,+2.472912,+2.461823,-0.014346,+2.639681,+2.598012,+2.637834,+0.407328,+2.601519,
