channel --> 0
+0.871386,+0.210314,+0.092698,-0.001714,-0.003722,-0.006573,+0.039168,-0.000631,-0.005293,-0.000817,+0.155966,-0.000707,-0.002780,+0.356922,+1.373519,+0.307591,
+0.417416,+0.445931,-0.000793,-0.000530,-0.003218,-0.004915,-0.003010,-0.001807,-0.000579,-0.000286,-0.003210,-0.003358,-0.007732,-0.005144,+1.326626,+1.287215,
-0.000276,-0.005035,-0.008652,-0.007275,-0.005961,-0.002608,-0.006238,-0.007542,-0.011008,-0.009930,-0.008381,-0.010372,-0.011120,-0.006362,-0.000963,+0.080972,
-0.001418,-0.011532,-0.008746,-0.004418,-0.006455,-0.004978,-0.003095,-0.005029,-0.005997,-0.008032,-0.012973,-0.012183,-0.007011,-0.004720,-0.003978,-0.003870,
-0.006338,-0.008377,-0.004720,-0.003096,-0.007868,-0.011802,-0.013056,-0.014814,-0.015602,-0.012319,-0.010327,-0.007575,-0.004135,-0.006102,-0.011249,-0.005984,
-0.005814,-0.004014,-0.003224,+0.065686,-0.002236,-0.004821,-0.010062,-0.009917,-0.007999,-0.004432,-0.005486,-0.004842,-0.002056,-0.005489,-0.010518,-0.004945,
-0.003689,-0.004487,-0.005487,-0.000024,+0.083298,-0.001072,+0.034445,-0.004625,-0.006442,-0.007713,-0.004800,-0.005050,-0.003692,-0.000122,-0.001356,-0.001941,
-0.003232,-0.010018,-0.006478,-0.003500,-0.005578,-0.001707,-0.002118,-0.001651,-0.003292,-0.004015,-0.005081,-0.008364,-0.005026,-0.001796,+0.171437,-0.000930,
-0.005079,-0.010657,-0.007400,-0.008452,-0.009894,-0.006320,-0.005736,-0.004307,-0.003977,-0.008584,-0.009495,-0.013377,-0.010296,-0.008397,-0.001677,-0.002552,
-0.003765,-0.004738,+0.705363,-0.004478,-0.014779,-0.016532,-0.016487,-0.015421,-0.014333,-0.010648,-0.008010,-0.009481,-0.005976,-0.009448,-0.006581,-0.004439,
