channel --> 0
-0.033069,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.250323,+0.304140,+0.077756,+0.094969,+0.079255,+0.057984,+0.052923,-0.198513,-0.150941,-0.265465,+0.055616,+0.250323,+0.250323,+0.250323,
-0.149896,+0.128284,+0.128284,+0.128284,+0.128284,+0.128284,+0.128284,+0.128284,+0.128284,+0.128284,+0.132102,+0.125447,+0.120759,+0.112986,+0.103916,+0.053984,+0.045512,-0.245731,-0.616529,-0.427231,-0.472039,-0.382625,-0.370804,-0.345397,-0.365495,-0.294077,-0.293825,-0.291042,-0.116199,+0.128284,+0.128284,+0.128284,
-0.138083,-0.048808,-0.159163,-0.161516,-0.278900,-0.241310,+0.027382,+0.087670,+0.114393,+0.109179,+0.105017,+0.092180,+0.090158,+0.049172,+0.075339,+0.070002,+0.045666,+0.109145,-0.085004,-0.285165,-0.282435,-0.294675,-0.290772,-0.287779,-0.293448,-0.301490,-0.294940,-0.286986,-0.133846,+0.128284,+0.128284,+0.128284,
-0.383157,-0.431919,-0.376386,-0.301456,-0.257952,-0.055256,+0.180244,+0.157451,-0.081788,-0.160107,-0.187542,-0.266986,-0.267661,-0.214337,-0.253544,-0.149863,-0.111024,-0.039017,+0.114514,-0.243683,-0.282037,-0.291407,-0.285698,-0.291453,-0.282608,-0.289120,-0.294469,-0.303053,-0.381572,+0.108349,+0.128284,+0.128284,
-0.072646,-0.260318,-0.256380,-0.232107,-0.237161,+0.045972,+0.152552,+0.122370,-0.203448,-0.184104,-0.179007,-0.213388,-0.190441,-0.192630,-0.251122,-0.246984,-0.241996,-0.347872,+0.136538,-0.209215,-0.291237,-0.286450,-0.293761,-0.301446,-0.303071,-0.301367,-0.305291,-0.304236,-0.421222,+0.116752,+0.128284,+0.128284,
-0.107399,-0.263375,-0.242492,-0.235535,-0.254960,+0.051054,+0.169930,-0.023396,-0.160884,-0.116856,-0.112080,-0.163002,-0.180600,-0.226355,-0.217957,-0.231941,-0.162089,-0.251434,+0.104069,-0.211471,-0.289035,-0.287019,-0.305055,-0.295839,-0.306398,-0.286934,-0.307059,-0.313714,-0.466258,+0.070818,+0.128284,+0.128284,
+0.100047,-0.177826,-0.229228,-0.251126,-0.276992,+0.031644,+0.174731,-0.173760,-0.134130,-0.104241,-0.088241,-0.118902,-0.191049,-0.234227,-0.250277,-0.240964,-0.169945,-0.195657,+0.023824,-0.284154,-0.293465,-0.289711,-0.311773,-0.296077,-0.310408,-0.307360,-0.297430,-0.311176,-0.419437,+0.130828,+0.128284,+0.128284,
+0.030048,-0.168017,-0.232411,-0.248922,-0.251377,-0.041850,+0.142304,-0.232614,-0.057424,-0.119358,-0.097102,-0.166730,-0.206725,-0.248664,-0.270400,-0.252952,-0.200354,-0.139109,-0.044943,-0.262322,-0.295607,-0.296079,-0.298776,-0.304781,-0.296270,-0.308602,-0.305392,-0.308620,-0.409861,+0.032463,+0.128284,+0.128284,
+0.026682,-0.137112,-0.239631,-0.247068,-0.124100,-0.022246,+0.046023,-0.178319,-0.063401,+0.033184,+0.009509,-0.059998,-0.172140,-0.268620,-0.233568,-0.201245,-0.091134,+0.039525,-0.136719,-0.202340,-0.302156,-0.303430,-0.307676,-0.300093,-0.303464,-0.310513,-0.315048,-0.311772,-0.305354,-0.091598,+0.128364,+0.128284,
-0.083979,-0.034999,-0.230327,-0.220716,-0.270499,-0.038216,-0.050402,-0.154904,-0.042916,-0.008580,-0.125585,-0.070643,-0.037009,-0.141791,-0.123785,+0.026996,-0.213488,-0.144266,-0.218204,-0.298821,-0.308615,-0.307791,-0.303232,-0.295541,-0.310645,-0.305621,-0.305940,-0.298991,-0.309688,-0.146602,+0.128735,+0.128284,
-0.141489,+0.048194,-0.239180,-0.224584,-0.335621,-0.040007,-0.038833,-0.104135,-0.161374,-0.116655,-0.123744,-0.212343,-0.011773,-0.110257,-0.129170,-0.048754,-0.254067,-0.163623,-0.070533,-0.308965,-0.290004,-0.315300,-0.304367,-0.308580,-0.306786,-0.310131,-0.310890,-0.310602,-0.313709,-0.356658,+0.103686,+0.128284,
-0.149673,+0.133721,-0.243545,-0.232149,-0.289183,-0.289618,-0.082903,-0.126738,-0.151324,-0.208684,-0.263103,-0.241888,-0.063473,-0.180692,-0.164707,-0.300540,-0.330777,-0.222113,-0.133225,-0.337990,-0.305237,-0.316401,-0.300666,-0.312928,-0.308858,-0.302607,-0.308864,-0.320018,-0.311664,-0.449448,+0.113614,+0.128284,
-0.149896,+0.121128,-0.261522,-0.227667,-0.242043,-0.312613,-0.319016,-0.140482,-0.114119,-0.153373,-0.218666,-0.104159,-0.031878,-0.147856,-0.164221,-0.222129,-0.284761,-0.192587,-0.200724,-0.291924,-0.307315,-0.312111,-0.312713,-0.307133,-0.314711,-0.299169,-0.317938,-0.312366,-0.313837,-0.484631,+0.069108,+0.128284,
-0.149896,+0.251682,-0.166261,-0.225984,-0.235400,-0.229302,-0.283769,-0.104505,-0.067824,-0.104664,-0.138297,-0.082317,-0.049584,-0.117923,-0.185005,-0.184157,-0.209366,-0.172030,-0.219368,-0.302600,-0.305406,-0.314668,-0.309372,-0.297519,-0.317723,-0.313283,-0.310944,-0.310764,-0.306473,-0.420229,+0.138321,+0.128284,
-0.149896,+0.250663,-0.168872,-0.230146,-0.237184,-0.231590,-0.286806,-0.100919,-0.101757,-0.052958,+0.005521,+0.050058,+0.036995,-0.074099,-0.016297,-0.069063,-0.106846,-0.111043,-0.284096,-0.278321,-0.300257,-0.311880,-0.307036,-0.315973,-0.312312,-0.311663,-0.307720,-0.309362,-0.312502,-0.451625,+0.032244,+0.128284,
-0.149896,+0.314581,-0.131854,-0.240103,-0.215397,-0.219264,-0.276688,-0.034183,-0.129943,-0.098079,-0.123927,-0.072438,-0.191591,-0.174703,-0.305224,-0.227377,-0.182177,-0.069530,-0.286187,-0.263157,-0.235438,-0.282551,-0.292889,-0.316701,-0.310843,-0.311845,-0.305109,-0.322183,-0.313379,-0.314262,-0.067042,+0.128284,
-0.149896,+0.223247,-0.018951,-0.199223,-0.189098,-0.215419,-0.239926,-0.005470,-0.067079,-0.116937,-0.113155,-0.117605,-0.180210,-0.204037,-0.247526,-0.214508,-0.320162,+0.033229,-0.252976,-0.223730,-0.311336,-0.250941,-0.205662,-0.251023,-0.293161,-0.308433,-0.319189,-0.314540,-0.312873,-0.310486,-0.169057,+0.128364,
-0.149896,+0.099548,+0.067927,-0.214491,-0.210365,-0.231959,-0.258074,+0.058719,-0.022930,-0.037927,-0.075363,-0.069238,-0.140001,-0.027423,-0.170620,-0.187217,-0.181437,+0.089282,-0.260972,-0.152828,-0.304234,-0.317771,-0.245966,-0.217154,-0.281322,-0.269385,-0.268467,-0.296008,-0.314025,-0.320093,-0.335166,+0.102583,
-0.149896,+0.128476,+0.123703,-0.197206,-0.246490,-0.198977,-0.311307,+0.049810,-0.067716,-0.075658,-0.046939,+0.037528,-0.024475,+0.033837,-0.048430,-0.162114,-0.179633,+0.131583,-0.319800,-0.154597,-0.289694,-0.282465,-0.247627,-0.126593,-0.247913,-0.253514,-0.213574,-0.245181,-0.286306,-0.328830,-0.483521,+0.109748,
