channel --> 0
+0.279916,+0.000000,+0.000000,+0.000000,+0.000000,+0.147667,+0.151040,+0.139628,+0.279156,+0.216393,+0.148906,+0.084849,+0.000000,+0.000000,+0.000000,+0.101130,+0.246521,+0.226166,+0.169851,+0.261122,+0.248943,+0.258037,+0.267296,+0.291957,+0.292328,+0.175484,+0.237377,+0.155729,+0.187411,+0.204881,+0.227971,+0.167119,+0.186280,+0.238016,+0.194248,+0.139067,+0.223053,+0.213568,+0.201317,+0.194352,+0.181338,+0.201524,+0.279532,+0.291306,+0.222521,+0.266096,+0.288737,+0.166400,+0.122212,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.088488,+0.160456,+0.061191,+0.014755,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.026859,
+0.006334,+0.000000,+0.000000,+0.000000,+0.000000,+0.205357,+0.196600,+0.200204,+0.384787,+0.248496,+0.229401,+0.000000,+0.000000,+0.102046,+0.210200,+0.292732,+0.307278,+0.381715,+0.250123,+0.289828,+0.326038,+0.360283,+0.369934,+0.447221,+0.278132,+0.249283,+0.336220,+0.321984,+0.319252,+0.280766,+0.353163,+0.358582,+0.325844,+0.347614,+0.346290,+0.267664,+0.279738,+0.293627,+0.221231,+0.297704,+0.277804,+0.413539,+0.181934,+0.445971,+0.288097,+0.316302,+0.350980,+0.310759,+0.271325,+0.026969,+0.038691,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.038781,+0.000000,+0.000000,+0.000000,+0.000000,+0.179994,+0.220124,+0.187075,+0.372308,+0.211080,+0.176591,+0.073025,+0.140899,+0.192051,+0.175143,+0.335529,+0.397316,+0.298510,+0.277069,+0.334680,+0.251061,+0.412898,+0.426219,+0.254179,+0.366900,+0.326988,+0.373527,+0.301328,+0.319025,+0.382819,+0.377327,+0.364739,+0.368109,+0.390291,+0.352357,+0.326286,+0.359662,+0.311754,+0.342018,+0.345646,+0.260470,+0.268864,+0.417859,+0.299547,+0.290279,+0.344911,+0.421944,+0.336296,+0.336613,+0.359996,+0.068402,+0.039194,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.006799,+0.000000,+0.000000,+0.000000,+0.000000,+0.186236,+0.205251,+0.171072,+0.372838,+0.163764,+0.133305,+0.240270,+0.224617,+0.283515,+0.217604,+0.319518,+0.311470,+0.287370,+0.309688,+0.249587,+0.284088,+0.431971,+0.301686,+0.289903,+0.353937,+0.335200,+0.317326,+0.366086,+0.392939,+0.368627,+0.366967,+0.363523,+0.359906,+0.359137,+0.352087,+0.344928,+0.359758,+0.270308,+0.367814,+0.285196,+0.383578,+0.271069,+0.392006,+0.276233,+0.364082,+0.398995,+0.428143,+0.442775,+0.316904,+0.329977,+0.340800,+0.343743,+0.055872,+0.077445,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.159468,+0.203152,+0.203891,+0.247593,+0.232919,+0.171729,+0.289090,+0.391540,+0.143391,+0.303230,+0.250267,+0.344054,+0.323702,+0.335444,+0.355482,+0.298610,+0.280151,+0.354022,+0.362620,+0.282902,+0.356869,+0.251542,+0.325801,+0.316593,+0.290491,+0.304035,+0.329382,+0.297417,+0.286670,+0.284928,+0.303644,+0.260821,+0.280411,+0.330289,+0.278340,+0.372573,+0.215480,+0.327137,+0.298857,+0.342464,+0.347497,+0.457693,+0.382866,+0.305353,+0.292114,+0.346381,+0.397243,+0.379431,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.139034,+0.177211,+0.225338,+0.210701,+0.299786,+0.237516,+0.383792,+0.182420,+0.212029,+0.358588,+0.231066,+0.359777,+0.359443,+0.307742,+0.311483,+0.332023,+0.255077,+0.357829,+0.326808,+0.291310,+0.256717,+0.253707,+0.223468,+0.177500,+0.178195,+0.210810,+0.229503,+0.185670,+0.244615,+0.213555,+0.116124,+0.219413,+0.094631,+0.211451,+0.265798,+0.228262,+0.352258,+0.233676,+0.200055,+0.170691,+0.357778,+0.304368,+0.405829,+0.400925,+0.287945,+0.164647,+0.414583,+0.356502,+0.108214,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.128159,+0.182293,+0.220178,+0.214594,+0.269953,+0.251348,+0.330463,+0.240115,+0.327871,+0.347562,+0.349520,+0.311246,+0.298780,+0.323514,+0.285622,+0.282205,+0.210110,+0.270662,+0.219112,+0.129455,+0.108626,+0.194632,+0.017220,+0.002362,+0.061581,+0.122825,+0.050401,+0.075547,+0.040801,+0.000000,+0.000000,+0.000000,+0.000000,+0.121886,+0.159973,+0.189653,+0.206173,+0.072443,+0.009187,+0.039139,+0.236856,+0.268038,+0.238904,+0.331198,+0.346073,+0.288157,+0.303258,+0.429017,+0.357329,+0.062918,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.122480,+0.141181,+0.239034,+0.282150,+0.307551,+0.380458,+0.263263,+0.300006,+0.384275,+0.397426,+0.356397,+0.298078,+0.325724,+0.296100,+0.259634,+0.169333,+0.069020,+0.080979,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.119361,+0.032692,+0.000000,+0.000000,+0.000000,+0.082552,+0.137899,+0.134492,+0.209607,+0.434064,+0.328630,+0.286262,+0.359335,+0.334989,+0.403402,+0.030195,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.161914,+0.150575,+0.350610,+0.248180,+0.248254,+0.277723,+0.267950,+0.412866,+0.365201,+0.356856,+0.399230,+0.413721,+0.305653,+0.093179,+0.005269,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.114008,+0.336102,+0.275016,+0.331466,+0.326886,+0.402262,+0.406201,+0.133074,+0.116327,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.091034,+0.209331,+0.284515,+0.309681,+0.343920,+0.247817,+0.308789,+0.378251,+0.349977,+0.449842,+0.399517,+0.076097,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.117976,+0.179082,+0.271802,+0.336322,+0.369038,+0.421205,+0.391572,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,
