channel --> 0
+0.686515,+0.283738,+0.283738,+0.283738,+0.283738,+0.317142,+0.328900,+0.310835,+0.737805,+1.120190,+0.510281,-0.137875,+0.076747,-0.941987,-0.089736,+0.283738,
-0.225163,+0.054290,-0.412295,+0.178177,+0.572833,+0.834237,+1.051984,+1.180030,+1.917385,-0.097902,-1.252719,-1.417041,-1.580966,-1.185099,-0.907927,+0.693386,
+0.154801,-1.078280,-1.349509,-0.333505,+0.616661,+0.322820,+0.436985,+0.253475,-0.120402,+0.638209,-1.003807,-1.201462,-1.216679,-1.207009,-1.008360,+0.193921,
+0.476184,-0.630781,-1.028764,+0.725733,+1.103183,+1.060823,+0.786134,+0.206678,+1.002523,+0.360724,-0.987942,-1.202836,-1.192399,-1.184661,-1.142480,+0.029675,
+0.050470,-0.754818,-0.489427,+1.205775,+1.024419,+1.271076,+0.354246,+0.176953,+0.769337,+0.901067,-0.968722,-1.266287,-1.261407,-1.339891,-1.365493,-0.494132,
+0.014079,+0.016223,-0.122921,+1.967441,+0.914786,+1.129102,+0.861441,+0.839581,+1.300768,+0.465358,-1.133679,-1.245567,-1.332628,-1.333473,-1.853957,-0.400896,
+0.283343,+0.209445,-0.389991,-0.068227,+1.508299,+0.272712,+1.198021,+1.212102,+0.268490,+0.400376,-1.325870,-1.295678,-1.294046,-1.334711,-1.610344,-0.790035,
+0.379353,+0.566546,-0.517129,+0.046177,+1.224196,+1.030203,+1.216371,+0.943714,+1.337192,+0.220360,-1.296501,-1.519396,-1.348794,-1.343786,-1.116175,-1.016080,
+0.084702,+1.028908,-0.123470,+0.061726,+1.144133,+0.666534,+1.710811,+0.768720,+0.889560,-0.503157,-0.761073,-0.530777,-1.318881,-1.590314,-1.462361,-0.965590,
-0.044844,+1.259854,+0.018835,-0.257638,+1.261895,+1.182994,+1.187204,+1.328457,+1.119537,+0.292484,-0.418670,-0.489267,-0.463060,-0.599273,-1.147659,-1.302596,
-0.122424,+1.290385,+0.039789,-0.880491,+1.021171,+1.443267,+0.826051,+0.417257,+0.946780,+0.101565,-0.295793,-0.467534,-0.340739,-0.148322,-0.451920,-0.921801,
-0.122603,+1.346043,-0.671509,-0.529904,-0.130315,+1.355623,+0.143172,+0.378765,+0.454317,-0.930484,-0.478457,-0.082280,-0.276074,-0.482976,-0.708547,-1.079196,
-0.122603,+0.985014,+0.008790,-0.189295,-0.648074,+0.606121,+0.172909,+1.224775,+1.004412,-0.877153,-0.256863,-0.412232,-0.329460,-0.903462,-0.431880,-1.455241,
-0.122603,+1.178620,+0.155916,-0.444812,-0.470817,-0.048697,+0.776353,+1.311059,+0.597862,-0.730065,-0.159073,-0.451827,-0.740927,-0.850333,-0.292769,-1.159063,
-0.122603,+1.238623,+0.467224,-0.556611,-0.738549,-0.545950,+0.308861,+1.563620,+0.195425,-0.580305,-0.685698,-0.644599,-1.038384,-0.841730,-0.988468,-1.564502,
-0.122603,+0.993207,+0.753605,-0.967361,-1.245035,-1.708266,-0.304040,+0.371165,-1.120371,-0.901379,-1.454132,-1.105051,-1.416837,-1.069985,-1.331980,-0.780731,

channel --> 1
+0.643747,+1.241904,+1.241904,+1.241904,+1.241904,+1.235852,+1.215090,+1.068321,+0.665871,-0.105699,-0.342253,-0.319326,-0.432530,-0.616556,-0.390911,+1.241904,
-2.253726,-2.368029,-2.836151,-0.121125,+0.483605,+0.775733,+0.557776,+0.417237,+0.063421,-2.642465,-2.158071,-1.329121,-0.830895,-0.508477,-0.690001,+0.630256,
-1.581977,-1.164054,-0.511763,+0.721195,+0.191853,+0.529415,-0.007837,-0.134688,-0.563271,+0.459883,-0.632120,-0.472700,-0.465252,-0.457368,-1.060301,+0.830738,
-0.576715,-0.177047,-0.447189,+0.620752,+1.391482,+1.307437,+0.786657,+0.607188,+0.822159,-0.720593,-0.624169,-0.554681,-0.564188,-0.656415,-1.005120,+0.460278,
-0.281498,-0.122570,+0.658303,+0.960138,+0.779479,+0.553851,+1.179613,+0.924902,+0.376850,+0.572954,-0.825010,-0.607663,-0.646713,-0.621707,-1.836067,+0.478207,
-0.487147,-0.394472,-0.603732,+0.812848,+0.911472,+0.843126,+1.860756,+0.576641,+0.392422,-0.001575,-0.608552,-0.603816,-0.672225,-0.638540,-1.895953,+0.015989,
-0.096836,-0.227967,-0.350722,-0.125489,+1.065063,+0.613404,+1.222542,+0.642776,-0.151789,-0.223534,-0.607449,-0.665140,-0.680356,-0.721103,-0.931791,+0.636435,
-0.275017,-0.186491,+0.205931,+0.416844,+0.758268,+0.964782,+1.073935,+0.854307,-0.073362,-0.737113,-0.715499,-0.673246,-0.714668,-0.681202,-0.842251,-0.524394,
-0.559615,-0.101376,+0.129189,+0.522984,+1.160152,+1.199722,+0.565162,+0.057734,+1.017614,-0.759092,-0.565756,-0.768890,-0.739788,-0.794780,-0.696778,-0.660676,
-0.521404,+0.552836,-0.194927,+0.397289,+1.473545,+1.280991,+0.870952,+1.036690,+0.784428,-0.822991,-0.723208,-0.280415,-0.733300,-0.604405,-0.789888,-0.932562,
-0.515445,+0.604769,-0.880026,-1.673642,+1.384913,+0.634269,+0.540691,+0.348078,+0.869589,-1.200852,-0.765610,-0.473556,-0.240457,-0.222233,-0.988118,-1.316503,
-0.515343,+0.926275,-0.626995,-0.843995,-1.482882,+0.830587,+0.644104,+1.208616,+0.103367,-0.871545,-0.295006,+0.027796,-0.765626,-0.690706,-0.462086,-2.138497,
-0.515343,+1.021785,-0.521268,-0.092456,-1.868092,+0.885565,+1.138983,+0.960805,+0.130372,-0.501138,-0.045244,-0.404315,-0.469873,-0.813917,-0.528862,-1.902925,
-0.515343,+1.209524,-0.355362,-0.122981,-0.531209,-0.859004,+0.569835,+0.940074,-0.390272,-0.409197,-0.543641,-0.481523,-0.505800,-0.621845,-0.557795,-0.814982,
-0.515343,+1.111841,-0.315905,-0.279326,-0.583515,-1.041743,+1.000162,+1.337092,-0.766181,-0.351522,-0.682099,-0.756256,-1.209598,-0.246184,-0.396862,-0.278874,
-0.515343,+0.861669,-0.320284,-0.677873,-0.569503,-0.539758,+0.486846,+1.113937,+0.088143,+0.838094,+0.721457,+1.253647,+1.182741,+0.935237,+1.108889,+1.251039,

channel --> 2
-0.518779,+0.077634,+0.077634,+0.077634,+0.077634,+0.099171,+0.143183,+0.180816,-0.381873,-1.779864,-0.969434,-0.135417,+0.606311,-0.346547,-0.235691,+0.077634,
-0.419583,+0.410824,+0.557148,+0.262857,+0.675548,-0.231747,+0.015437,-0.352305,-0.191384,-1.557426,-0.037378,+0.130608,+0.118354,+0.191937,+0.295615,+0.506538,
-1.151639,-0.068891,+0.077427,+0.302471,-0.903488,-0.899627,-0.659830,-0.647518,-0.730893,-1.715559,+0.115423,+0.166621,+0.175682,+0.105858,-0.130939,-0.145303,
-1.267711,+0.222997,+0.031114,-1.364581,-0.025363,-0.343556,+0.098060,+0.344356,+0.229653,-1.001006,+0.123872,+0.162943,+0.162337,+0.252899,+0.053125,-0.132599,
-0.871719,+0.358715,+0.606783,-1.101880,+0.605530,-0.319063,-0.655895,+0.590813,+0.100883,-1.829414,-0.017933,+0.164046,+0.192128,+0.172991,+0.225007,+0.367446,
+0.042024,+0.024143,+0.139563,-0.718341,-0.689994,-0.650168,-1.597176,-0.608370,-0.806897,-1.110455,+0.148150,+0.182461,+0.165233,+0.147933,+0.531471,-0.750797,
-0.054997,-0.367399,+0.184358,+0.043819,-0.557059,+0.066698,-0.571543,-0.312971,+0.558989,-0.190190,+0.158087,+0.197850,+0.185671,+0.149198,-0.337634,-1.128073,
-0.356872,-0.210855,+0.306300,+0.174390,+0.247138,+0.550202,+0.084642,-0.178981,+0.544633,-0.426373,+0.137096,+0.128786,+0.215828,+0.167755,+0.268950,-0.387233,
+0.169991,+0.207401,+0.315063,+0.055276,-0.553103,-0.524871,-0.705008,+0.503802,-0.296701,-0.499794,+0.012108,+0.157384,+0.153354,+0.101426,+0.171965,+0.423003,
+0.627427,-0.352860,+0.170354,-0.358652,-1.214457,-0.053543,-0.754012,-0.778547,-0.446667,-1.043636,-0.343281,+0.129238,+0.033448,+0.423404,+0.012574,-0.033376,
